PalmID,#SampleID,Sample_Name,ESPECIE,ESTADIO,Age_Group,New_Age_Group,SEXO,PROCEDENCIA,HABITAT,Region,FirstBM,TypeBM,HumanBM,MammalBM,BirdBM,ReptileBM,NumberBM,SecondBM,ThirdBM,FourthBM,FifthBM,TotalBM,PCR_RESULTS_121_122,SingleInf_Tcruzi,PCR_RESULTS_duplex_Trangeli,R1_R2_Results_1stRun,R1_R2_GelDate_1stRun,R1_R2_Results_2ndRun,R1_R2_GelDate_2ndRun,Consensus_R1R2_Results,SingleInf_Trangeli,PCR_RESULTS_duplex_Tcruzi,Coinfection,Infection_Type,Location...2,Town,Sampling Dates,Stipe Height (m),Total Height (m),DOM,Lianas,Epiphytes,Surrounding Canopy Cover,# Connected Trees,Fruiting,Fruiting Sex,Photo?,Habitat_Microhabitat,Method,Location...17
SF10,C8.P3,264.5,R. pallescens,N1,N1_N3,N1_N2,NA,Veraguas,Forest,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Three,Didelphis,Human,NA,NA,NA,Negative,Negative,Positive,NA,NA,NA,NA,NA,NA,Negative,No,Trangeli,N 08 30.938 W 081 02.756,Santa Fe,10-Jul-17,5.731,9.804,NA,NA,NA,NA,NA,NA,NA,NA,Forest cerca Peridomestic,Felled,Culaco
SF10,C9.P3,265,R. pallescens,N4,N4_Adult,N3_Adult,NA,Veraguas,Forest,Veraguas,Heteromys,Mammal,No,Yes,No,No,Two,Didelphis,NA,NA,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Positive,No,Tcruzi,N 08 30.938 W 081 02.756,Santa Fe,10-Jul-17,5.731,9.804,NA,NA,NA,NA,NA,NA,NA,NA,Forest cerca Peridomestic,Felled,Culaco
SF10,C10.P3,266,R. pallescens,N3,N1_N3,N3_Adult,NA,Veraguas,Forest,Veraguas,Heteromys,Mammal,No,Yes,No,No,Two,Didelphis,NA,NA,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Positive,No,Tcruzi,N 08 30.938 W 081 02.756,Santa Fe,10-Jul-17,5.731,9.804,NA,NA,NA,NA,NA,NA,NA,NA,Forest cerca Peridomestic,Felled,Culaco
SF10,C11.P3,267,R. pallescens,N2,N1_N3,N1_N2,NA,Veraguas,Forest,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Three,Human,Other,NA,NA,NA,Positive,Positive,Positive,NA,NA,NA,NA,NA,NA,Negative,Yes,Coinfection,N 08 30.938 W 081 02.756,Santa Fe,10-Jul-17,5.731,9.804,NA,NA,NA,NA,NA,NA,NA,NA,Forest cerca Peridomestic,Felled,Culaco
SF10,C12.P3,268,R. pallescens,N2,N1_N3,N1_N2,NA,Veraguas,Forest,Veraguas,Heteromys,Mix,No,Yes,Yes,No,Four,Thraupis,Piranga,Didelphis,NA,NA,Positive,Positive,Positive,NA,NA,NA,NA,NA,NA,Negative,Yes,Coinfection,N 08 30.938 W 081 02.756,Santa Fe,10-Jul-17,5.731,9.804,NA,NA,NA,NA,NA,NA,NA,NA,Forest cerca Peridomestic,Felled,Culaco
SF11,H5.P3,402,R. pallescens,N1,N1_N3,N1_N2,NA,Veraguas,Peridomestic,Veraguas,Human,Mammal,Yes,Yes,No,No,Three,Heteromys,Didelphis,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 30.98 W 081 03.08,Santa Fe,10-11 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peridomestic,Noireau,Culaco
SF11,H6.P3,403,R. pallescens,N1,N1_N3,N1_N2,NA,Veraguas,Peridomestic,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Four,Other,Human,Didelphis,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 30.98 W 081 03.08,Santa Fe,10-11 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peridomestic,Noireau,Culaco
SF11,H7.P3,405,R. pallescens,N1,N1_N3,N1_N2,NA,Veraguas,Peridomestic,Veraguas,Heteromys,Mammal,No,Yes,No,No,Three,Mus,Didelphis,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 30.98 W 081 03.08,Santa Fe,10-11 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peridomestic,Noireau,Culaco
SF11,H8.P3,406,R. pallescens,N1,N1_N3,N1_N2,NA,Veraguas,Peridomestic,Veraguas,Heteromys,Mammal,No,Yes,No,No,Three,Bos,Didelphis,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 30.98 W 081 03.08,Santa Fe,10-11 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peridomestic,Noireau,Culaco
SF11,G7.P3,389,R. pallescens,N1,N1_N3,N1_N2,NA,Veraguas,Peridomestic,Veraguas,Heteromys,Mammal,No,Yes,No,No,Three,Didelphis,Metachirus,NA,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Tcruzi,N 08 30.98 W 081 03.08,Santa Fe,10-11 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peridomestic,Noireau,Culaco
SF11,G8.P3,391,R. pallescens,N1,N1_N3,N1_N2,NA,Veraguas,Peridomestic,Veraguas,Didelphis,Mammal,Yes,Yes,No,No,Three,Heteromys,Human,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 30.98 W 081 03.08,Santa Fe,10-11 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peridomestic,Noireau,Culaco
SF11,G9.P3,393,R. pallescens,N1,N1_N3,N1_N2,NA,Veraguas,Peridomestic,Veraguas,Heteromys,Mix,No,Yes,Yes,No,Three,Didelphis,Thraupis,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 30.98 W 081 03.08,Santa Fe,10-11 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peridomestic,Noireau,Culaco
SF11,G10.P3,395,R. pallescens,N1,N1_N3,N1_N2,NA,Veraguas,Peridomestic,Veraguas,Heteromys,Mix,No,Yes,Yes,No,Three,Didelphis,Thraupis,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 30.98 W 081 03.08,Santa Fe,10-11 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peridomestic,Noireau,Culaco
SF11,G12.P3,397,R. pallescens,Adult,N4_Adult,N3_Adult,TBD,Veraguas,Peridomestic,Veraguas,Didelphis,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Positive,No,Tcruzi,N 08 30.98 W 081 03.08,Santa Fe,10-11 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peridomestic,Noireau,Culaco
SF11,H1.P3,398,R. pallescens,Adult,N4_Adult,N3_Adult,Male,Veraguas,Peridomestic,Veraguas,Didelphis,Mammal,No,Yes,No,No,Two,Philander,NA,NA,NA,NA,Positive,Positive,Positive,NA,NA,NA,NA,NA,NA,Positive,Yes,Tcruzi,N 08 30.98 W 081 03.08,Santa Fe,10-11 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peridomestic,Noireau,Culaco
SF11,H2.P3,399,R. pallescens,N1,N1_N3,N1_N2,NA,Veraguas,Peridomestic,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Four,Human,Mus,Didelphis,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 30.98 W 081 03.08,Santa Fe,10-11 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peridomestic,Noireau,Culaco
SF11,H3.P3,400,R. pallescens,N1,N1_N3,N1_N2,NA,Veraguas,Peridomestic,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Four,Human,Didelphis,Bos,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 30.98 W 081 03.08,Santa Fe,10-11 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peridomestic,Noireau,Culaco
SF11,H4.P3,401,R. pallescens,N1,N1_N3,N1_N2,NA,Veraguas,Peridomestic,Veraguas,Heteromys,Mammal,No,Yes,No,No,Three,Didelphis,Other,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 30.98 W 081 03.08,Santa Fe,10-11 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peridomestic,Noireau,Culaco
SF11,G3.P3,382,R. pallescens,Adult,N4_Adult,N3_Adult,TBD,Veraguas,Peridomestic,Veraguas,Didelphis,Mammal,No,Yes,No,No,Two,Heteromys,NA,NA,NA,NA,Negative,Negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,N 08 30.98 W 081 03.08,Santa Fe,10-11 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peridomestic,Noireau,Culaco
SF11,G4.P3,383,R. pallescens,Adult,N4_Adult,N3_Adult,TBD,Veraguas,Peridomestic,Veraguas,Didelphis,Mammal,No,Yes,No,No,Two,Heteromys,NA,NA,NA,NA,Positive,Positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tcruzi,N 08 30.98 W 081 03.08,Santa Fe,10-11 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peridomestic,Noireau,Culaco
SF11,G5.P3,384,R. pallescens,Adult,N4_Adult,N3_Adult,TBD,Veraguas,Peridomestic,Veraguas,Didelphis,Mammal,No,Yes,No,No,Two,Heteromys,NA,NA,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Positive,No,Tcruzi,N 08 30.98 W 081 03.08,Santa Fe,10-11 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peridomestic,Noireau,Culaco
SF11,G6.P3,385,R. pallescens,Adult,N4_Adult,N3_Adult,TBD,Veraguas,Peridomestic,Veraguas,Didelphis,Mammal,No,Yes,No,No,Two,Heteromys,NA,NA,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Positive,No,Tcruzi,N 08 30.98 W 081 03.08,Santa Fe,10-11 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peridomestic,Noireau,Culaco
SF11,G11.P3,396,R. pallescens,Adult,N4_Adult,N3_Adult,TBD,Veraguas,Peridomestic,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Three,Human,Didelphis,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Positive,No,Negative,N 08 30.98 W 081 03.08,Santa Fe,10-11 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peridomestic,Noireau,Culaco
SF12,D1.P3,293,R. pallescens,Adult,N4_Adult,N3_Adult,TBD,Veraguas,Peridomestic,Veraguas,Didelphis,Mammal,No,Yes,No,No,Two,Philander,NA,NA,NA,NA,Positive,Positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tcruzi,N 08 30.98 W 081 03.05,Santa Fe,10-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peridomestic cerca forest,Felled,Culaco
SF12,D2.P3,294,R. pallescens,Adult,N4_Adult,N3_Adult,TBD,Veraguas,Peridomestic,Veraguas,Didelphis,Mammal,No,Yes,No,No,Two,Heteromys,NA,NA,NA,NA,Positive,Positive,Positive,NA,NA,NA,NA,NA,NA,Positive,Yes,Coinfection,N 08 30.98 W 081 03.05,Santa Fe,10-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peridomestic cerca forest,Felled,Culaco
SF12,D3.P3,295,R. pallescens,Adult,N4_Adult,N3_Adult,TBD,Veraguas,Peridomestic,Veraguas,Didelphis,Mammal,Yes,Yes,No,No,Three,Heteromys,Human,NA,NA,NA,Positive,Positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tcruzi,N 08 30.98 W 081 03.05,Santa Fe,10-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peridomestic cerca forest,Felled,Culaco
SF12,D4.P3,296,R. pallescens,Adult,N4_Adult,N3_Adult,Male,Veraguas,Peridomestic,Veraguas,Didelphis,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,NA,Positive,Positive,Positive,NA,NA,NA,NA,NA,NA,Positive,Yes,Coinfection,N 08 30.98 W 081 03.05,Santa Fe,10-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peridomestic cerca forest,Felled,Culaco
SF12,D5.P3,297,R. pallescens,N5,N4_Adult,N3_Adult,NA,Veraguas,Peridomestic,Veraguas,Didelphis,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,NA,Positive,Positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tcruzi,N 08 30.98 W 081 03.05,Santa Fe,10-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peridomestic cerca forest,Felled,Culaco
SF12,D7.P3,299,R. pallescens,N4,N4_Adult,N3_Adult,NA,Veraguas,Peridomestic,Veraguas,Didelphis,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,NA,Positive,Positive,Positive,NA,NA,NA,NA,NA,NA,Positive,Yes,Coinfection,N 08 30.98 W 081 03.05,Santa Fe,10-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peridomestic cerca forest,Felled,Culaco
SF12,D8.P3,300,R. pallescens,N3,N1_N3,N3_Adult,NA,Veraguas,Peridomestic,Veraguas,Didelphis,Mammal,No,Yes,No,No,Two,Heteromys,NA,NA,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Positive,No,Tcruzi,N 08 30.98 W 081 03.05,Santa Fe,10-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peridomestic cerca forest,Felled,Culaco
SF12,D9.P3,301,R. pallescens,N3,N1_N3,N3_Adult,NA,Veraguas,Peridomestic,Veraguas,Didelphis,Mammal,Yes,Yes,No,No,Three,Heteromys,Human,NA,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Positive,No,Tcruzi,N 08 30.98 W 081 03.05,Santa Fe,10-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peridomestic cerca forest,Felled,Culaco
SF12,D10.P3,302,R. pallescens,N3,N1_N3,N3_Adult,NA,Veraguas,Peridomestic,Veraguas,Didelphis,Mammal,No,Yes,No,No,Two,Heteromys,NA,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 30.98 W 081 03.05,Santa Fe,10-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peridomestic cerca forest,Felled,Culaco
SF12,D11.P3,303,R. pallescens,N3,N1_N3,N3_Adult,NA,Veraguas,Peridomestic,Veraguas,Didelphis,Mammal,No,Yes,No,No,Two,Heteromys,NA,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 30.98 W 081 03.05,Santa Fe,10-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peridomestic cerca forest,Felled,Culaco
SF12,D6.P3,298,R. pallescens,N5,N4_Adult,N3_Adult,NA,Veraguas,Peridomestic,Veraguas,Didelphis,Mammal,No,Yes,No,No,Two,Heteromys,NA,NA,NA,NA,Positive,Positive,Positive,NA,NA,NA,NA,NA,NA,Negative,Yes,Coinfection,N 08 30.98 W 081 03.05,Santa Fe,10-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peridomestic cerca forest,Felled,Culaco
SF14,H9.P3,407,R. pallescens,Adult,N4_Adult,N3_Adult,TBD,Veraguas,Forest,Veraguas,Didelphis,Mammal,No,Yes,No,No,Two,Heteromys,NA,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 31.078 W 081 03.04,Santa Fe,10-11 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,Noireau,Culaco
SF15,H10.P3,408,T. dimidiata,Adult,N4_Adult,N3_Adult,TBD,Veraguas,Forest,Veraguas,Didelphis,Mix,No,Yes,Yes,No,Three,Heteromys,Piranga,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 31.136 W 081 03.265,Santa Fe,11-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest cerca Peridomestic,Felled,Culaco
SF15,H11.P3,409,T. dimidiata,Adult,N4_Adult,N3_Adult,TBD,Veraguas,Forest,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Four,Didelphis,Human,Mus,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Tcruzi,N 08 31.136 W 081 03.265,Santa Fe,11-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest cerca Peridomestic,Felled,Culaco
SF15,H12.P3,410,T. dimidiata,N3,N1_N3,N3_Adult,NA,Veraguas,Forest,Veraguas,Didelphis,Mammal,No,Yes,No,No,Two,Heteromys,NA,NA,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Tcruzi,N 08 31.136 W 081 03.265,Santa Fe,11-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest cerca Peridomestic,Felled,Culaco
SF15,A2.P4,412,R. pallescens,Adult,N4_Adult,N3_Adult,Female,Veraguas,Forest,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Five,Mus,Human,Metachirus,Didelphis,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Tcruzi,N 08 31.136 W 081 03.265,Santa Fe,11-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest cerca Peridomestic,Felled,Culaco
SF15,A3.P4,413,R. pallescens,Adult,N4_Adult,N3_Adult,Female,Veraguas,Forest,Veraguas,Didelphis,Mammal,Yes,Yes,No,No,Three,Human,Bos,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 31.136 W 081 03.265,Santa Fe,11-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest cerca Peridomestic,Felled,Culaco
SF15,A4.P4,414,R. pallescens,Adult,N4_Adult,N3_Adult,TBD,Veraguas,Forest,Veraguas,Didelphis,Mammal,No,Yes,No,No,Three,Marmosa,Heteromys,NA,NA,NA,Positive,Positive,Positive,NA,NA,NA,NA,NA,NA,Negative,Yes,Tcruzi,N 08 31.136 W 081 03.265,Santa Fe,11-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest cerca Peridomestic,Felled,Culaco
SF15,A5.P4,415,R. pallescens,N4,N4_Adult,N3_Adult,NA,Veraguas,Forest,Veraguas,Didelphis,Mammal,Yes,Yes,No,No,Three,Heteromys,Human,NA,NA,NA,Positive,Positive,Positive,NA,NA,NA,NA,NA,NA,Positive,Yes,Tcruzi,N 08 31.136 W 081 03.265,Santa Fe,11-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest cerca Peridomestic,Felled,Culaco
SF15,A6.P4,416,R. pallescens,N3,N1_N3,N3_Adult,NA,Veraguas,Forest,Veraguas,Didelphis,Mammal,Yes,Yes,No,No,Three,Human,Heteromys,NA,NA,NA,Positive,Negative,Positive,NA,NA,NA,NA,NA,NA,Positive,Yes,Tcruzi,N 08 31.136 W 081 03.265,Santa Fe,11-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest cerca Peridomestic,Felled,Culaco
SF15,A7.P4,417,R. pallescens,N3,N1_N3,N3_Adult,NA,Veraguas,Forest,Veraguas,Didelphis,Mammal,Yes,Yes,No,No,Two,Human,NA,NA,NA,NA,Positive,Negative,Positive,NA,NA,NA,NA,NA,NA,Positive,Yes,Tcruzi,N 08 31.136 W 081 03.265,Santa Fe,11-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest cerca Peridomestic,Felled,Culaco
SF15,A8.P4,418,R. pallescens,N3,N1_N3,N3_Adult,NA,Veraguas,Forest,Veraguas,Didelphis,Mammal,Yes,Yes,No,No,Three,Heteromys,Human,NA,NA,NA,Positive,Negative,Positive,NA,NA,NA,NA,NA,NA,Positive,Yes,Tcruzi,N 08 31.136 W 081 03.265,Santa Fe,11-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest cerca Peridomestic,Felled,Culaco
SF15,A9.P4,419,R. pallescens,N3,N1_N3,N3_Adult,NA,Veraguas,Forest,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Four,Human,Mus,Bos,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Positive,No,Tcruzi,N 08 31.136 W 081 03.265,Santa Fe,11-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest cerca Peridomestic,Felled,Culaco
SF15,A10.P4,420,R. pallescens,N3,N1_N3,N3_Adult,NA,Veraguas,Forest,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Three,Didelphis,Human,NA,NA,NA,Positive,Negative,Positive,NA,NA,NA,NA,NA,NA,Positive,Yes,Coinfection,N 08 31.136 W 081 03.265,Santa Fe,11-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest cerca Peridomestic,Felled,Culaco
SF15,A11.P4,421,R. pallescens,N3,N1_N3,N3_Adult,NA,Veraguas,Forest,Veraguas,Didelphis,Mammal,Yes,Yes,No,No,Three,Human,Heteromys,NA,NA,NA,Positive,Positive,Positive,NA,NA,NA,NA,NA,NA,Positive,Yes,Tcruzi,N 08 31.136 W 081 03.265,Santa Fe,11-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest cerca Peridomestic,Felled,Culaco
SF15,A12.P4,422,R. pallescens,N3,N1_N3,N3_Adult,NA,Veraguas,Forest,Veraguas,Didelphis,Mammal,Yes,Yes,No,No,Three,Heteromys,Human,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 31.136 W 081 03.265,Santa Fe,11-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest cerca Peridomestic,Felled,Culaco
SF15,B1.P4,423,R. pallescens,N2,N1_N3,N1_N2,NA,Veraguas,Forest,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Four,Human,Metachirus,Didelphis,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 31.136 W 081 03.265,Santa Fe,11-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest cerca Peridomestic,Felled,Culaco
SF15,A1.P4,411,T. dimidiata,N3,N1_N3,N3_Adult,NA,Veraguas,Forest,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Four,Human,Metachirus,Didelphis,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Tcruzi,N 08 31.136 W 081 03.265,Santa Fe,11-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest cerca Peridomestic,Felled,Culaco
SF2,A1.P3,218,R. pallescens,Adult,N4_Adult,N3_Adult,Female,Veraguas,Pasture,Veraguas,Heteromys,Mammal,No,Yes,No,No,Two,Didelphis,NA,NA,NA,NA,Positive,Positive,REDO,NA,NA,NA,NA,NA,NA,REDO,NA,Tcruzi,N 08 31.362 W 081 04.373,Santa Fe,8-9 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,Santa Fe
SF3,A3.P3,220,R. pallescens,N5,N4_Adult,N3_Adult,NA,Veraguas,Pasture,Veraguas,Heteromys,Mix,No,Yes,Yes,No,Three,Metachirus,Piranga,NA,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Positive,No,Tcruzi,N 08 31.342 W 081 04.380,Santa Fe,8-9 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,Santa Fe
SF3,A4.P3,221,R. pallescens,N3,N1_N3,N3_Adult,NA,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Four,Human,Didelphis,Other,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 31.342 W 081 04.380,Santa Fe,8-9 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,Santa Fe
SF3,A5.P3,222,R. pallescens,N2,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Three,Didelphis,Human,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 31.342 W 081 04.380,Santa Fe,8-9 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,Santa Fe
SF3,A6.P3,223,R. pallescens,N1,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Four,Human,Metachirus,Didelphis,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 31.342 W 081 04.380,Santa Fe,8-9 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,Santa Fe
SF3,A2.P3,219,R. pallescens,N5,N4_Adult,N3_Adult,NA,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Two,Human,NA,NA,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Positive,No,Tcruzi,N 08 31.342 W 081 04.380,Santa Fe,8-9 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,Santa Fe
SF4,A7.P3,224,R. pallescens,N4,N4_Adult,N3_Adult,NA,Veraguas,Pasture,Veraguas,Heteromys,Mammal,No,Yes,No,No,Two,Didelphis,NA,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 31.317 W 081 04.395,Santa Fe,8-9 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,Santa Fe
SF4,A9.P3,226,R. pallescens,N2,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Heteromys,Mammal,No,Yes,No,No,Two,Metachirus,NA,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 31.317 W 081 04.395,Santa Fe,8-9 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,Santa Fe
SF4,A10.P3,227,R. pallescens,N2,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Heteromys,Mammal,No,Yes,No,No,Two,Leopardus,NA,NA,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Tcruzi,N 08 31.317 W 081 04.395,Santa Fe,8-9 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,Santa Fe
