id,PalmID,ESTADIO,Age_Group,New_Age_Group,SEXO,PROCEDENCIA,Habitat,Region,TypeBM,HumanBM,MammalBM,BirdBM,ReptileBM,NumberBM,TypeBM_Updated,FirstBM,SecondBM,ThirdBM,FourthBM,FifthBM,PCR_RESULTS_121_122,SingleInf_Tcruzi,PCR_RESULTS_duplex_Trangeli,R1_R2_Results_1stRun,R1_R2_GelDate_1stRun,R1_R2_Results_2ndRun,R1_R2_GelDate_2ndRun,SingleInf_Trangeli,PCR_RESULTS_duplex_Tcruzi,Coinfection,Infection_Type,faith_pd
F4.P2,CHOR1P3,N3,N1_N3,N3_Adult,NA,La Chorrera,Pasture,La Chorrera,Mammal,No,Yes,No,No,One,Mammal,Philander,NA,NA,NA,NA,Positive,Positive,Negative,,,,,Negative,Negative,No,Tcruzi,6.632874355
F4.P3,SF8,N1,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Mammal,Yes,Yes,No,No,Three,Mammal,Heteromys,Human,Thraupis,NA,NA,Negative,Negative,Negative,,,,,NA,Negative,No,Negative,6.273697008
F5.P1,CA11P17,N2,N1_N3,N1_N2,NA,Capira,Pasture,Capira,Other,No,No,No,No,One,Other,Other,NA,NA,NA,NA,Negative,Negative,Negative,Negative,May-27-2022,,,Negative,Negative,No,Negative,6.911060495
F5.P2,CHOR1P3,N3,N1_N3,N3_Adult,NA,La Chorrera,Pasture,La Chorrera,Reptile,No,No,No,Yes,Three,Reptile,Other,Lepidodactylus,Philander,NA,NA,Positive,Positive,Negative,,,,,Negative,Negative,No,Tcruzi,6.420084527
F5.P3,SF8,N1,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Mix,No,Yes,Yes,No,Three,Mammal,Heteromys,Other,Piranga,NA,NA,Negative,Negative,Negative,,,,,NA,Negative,No,Negative,4.139480672
F6.P1,CA11P17,N1,N1_N3,N1_N2,NA,Capira,Pasture,Capira,Other,No,No,No,No,One,Other,Other,NA,NA,NA,NA,Negative,Negative,Negative,Negative,May-27-2022,,,Negative,Negative,No,Negative,7.111486045
F6.P2,CHOR1P3,N1,N1_N3,N1_N2,NA,La Chorrera,Pasture,La Chorrera,Mammal,No,Yes,No,No,One,Mammal,Philander,NA,NA,NA,NA,Negative,Negative,Negative,,,,,Negative,Negative,No,Negative,4.280038461
F6.P3,SF8,N1,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Mix,No,Yes,Yes,No,Two,Mammal,Heteromys,Piranga,NA,NA,NA,Negative,Negative,Negative,,,,,NA,Negative,No,Negative,7.063448254
F7.P1,CA11P17,N1,N1_N3,N1_N2,NA,Capira,Pasture,Capira,Mammal,Yes,Yes,No,No,Four,Mus,Mus,Human,Other,Philander,NA,Negative,Negative,Negative,Negative,May-27-2022,,,Negative,Negative,No,Negative,5.85877639
F7.P2,CHOR1P3,N2,N1_N3,N1_N2,NA,La Chorrera,Pasture,La Chorrera,Mammal,No,Yes,No,No,Two,Mammal,Other,Philander,NA,NA,NA,Negative,Negative,Negative,,,,,Negative,Negative,No,Negative,6.592911966
F7.P3,SF8,N1,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Mix,Yes,Yes,No,Yes,Three,Mammal,Heteromys,Human,Lepidodactylus,NA,NA,Negative,Negative,Negative,,,,,NA,Negative,No,Negative,5.290326137
F8.P1,CA11P17,N1,N1_N3,N1_N2,NA,Capira,Pasture,Capira,Other,Yes,No,No,No,Three,Other,Other,Human,Philander,NA,NA,Negative,Negative,Negative,Negative,May-27-2022,,,Negative,Negative,No,Negative,5.77939838
F8.P2,CHOR1P3,N1,N1_N3,N1_N2,NA,La Chorrera,Pasture,La Chorrera,Mammal,No,Yes,No,No,One,Mammal,Philander,NA,NA,NA,NA,Negative,Negative,Negative,,,,,Negative,Negative,No,Negative,7.263979116
F8.P3,SF8,N1,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Mammal,Yes,Yes,No,No,Two,Mammal,Heteromys,Human,NA,NA,NA,Positive,Positive,Negative,,,,,NA,Negative,No,Tcruzi,4.420472658
F9.P1,CA11P17,N1,N1_N3,N1_N2,NA,Capira,Pasture,Capira,Mammal,Yes,Yes,No,No,Two,Other,Human,Other,NA,NA,NA,Negative,Negative,Negative,Negative,May-27-2022,,,Negative,Negative,No,Negative,6.726589723
F9.P2,CHOR1P3,N1,N1_N3,N1_N2,NA,La Chorrera,Pasture,La Chorrera,Mammal,Yes,Yes,No,No,Two,Mammal,Philander,Human,NA,NA,NA,Negative,Negative,Negative,,,,,Negative,Negative,No,Negative,6.977071025
F9.P3,SF8,N1,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Mammal,Yes,Yes,No,No,Two,Mammal,Heteromys,Human,NA,NA,NA,Negative,Negative,Negative,,,,,NA,Negative,No,Negative,6.123812509
G1.P1,LP3_Capira0317,N3,N1_N3,N3_Adult,NA,Las Pavas,Peridomestic,La Chorrera,Mammal,Yes,Yes,No,No,Three,Mammal,Human,Philander,Mus,NA,NA,Negative,Negative,Negative,Negative,May-27-2022,,,Negative,Negative,No,Negative,10.51556061
G1.P2,CHOR1P1,N3,N1_N3,N3_Adult,NA,La Chorrera,Pasture,La Chorrera,Mix,No,Yes,Yes,No,Four,Mus,Mus,Thraupis,Other,Philander,NA,Negative,Negative,Negative,,,,,Negative,Negative,No,Negative,4.106989789
G1.P3,SF8,N1,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Mammal,Yes,Yes,No,No,Three,Mammal,Didelphis,Heteromys,Human,NA,NA,Negative,Negative,Negative,,,,,NA,Negative,NA,Negative,9.429982537
G10.P1,HN2,N1,N1_N3,N1_N2,NA,La Chorrera,Peridomestic,La Chorrera,Other,No,No,No,No,One,Other,Other,NA,NA,NA,NA,Negative,Negative,Negative,Negative,May-27-2022,,,Negative,Negative,No,Negative,19.19712742
G10.P2,CHOR1P5,Adult,N4_Adult,N3_Adult,Female,La Chorrera,Pasture,La Chorrera,Bird,No,No,Yes,No,One,Bird,Thraupis,NA,NA,NA,NA,Negative,Negative,Negative,,,,,Negative,Negative,No,Negative,8.184564566
G10.P3,SF11,N1,N1_N3,N1_N2,NA,Veraguas,Peridomestic,Veraguas,Mix,No,Yes,Yes,No,Three,Mammal,Heteromys,Didelphis,Thraupis,NA,NA,Negative,Negative,Negative,,,,,NA,Negative,No,Negative,11.28042017
G11.P1,HN2,N2,N1_N3,N1_N2,NA,La Chorrera,Peridomestic,La Chorrera,Mammal,No,Yes,No,No,Two,Mus,Mus,Philander,NA,NA,NA,Negative,Negative,Negative,Negative,May-27-2022,,,Negative,Negative,No,Negative,7.537899113
G11.P2,CHOR1P5,N1,N1_N3,N1_N2,NA,La Chorrera,Pasture,La Chorrera,Mix,No,Yes,Yes,No,Four,Mix,Other,Mus,Philander,Thraupis,NA,Negative,Negative,Negative,,,,,Negative,Negative,No,Negative,6.034735781
G11.P3,SF11,Adult,N4_Adult,N3_Adult,TBD,Veraguas,Peridomestic,Veraguas,Mammal,Yes,Yes,No,No,Three,Mammal,Heteromys,Human,Didelphis,NA,NA,Negative,Negative,Negative,,,,,NA,Positive,No,Negative,10.20508582
G12.P1,HN5,N1,N1_N3,N1_N2,NA,La Chorrera,Peridomestic,La Chorrera,Mammal,No,Yes,No,No,One,Mus,Mus,NA,NA,NA,NA,Negative,Negative,Negative,Negative,May-27-2022,,,Negative,Negative,No,Negative,8.34375039
G12.P2,CAM1P17,N3,N1_N3,N3_Adult,NA,Campana,Peridomestic,Capira,Mammal,Yes,Yes,No,No,Two,Human,Human,Mus,NA,NA,NA,Positive,Positive,Negative,,,,,Negative,Positive,No,Tcruzi,6.651593586
G12.P3,SF11,Adult,N4_Adult,N3_Adult,TBD,Veraguas,Peridomestic,Veraguas,Mammal,No,Yes,No,No,One,Mammal,Didelphis,NA,NA,NA,NA,Positive,Positive,Negative,,,,,NA,Positive,No,Tcruzi,12.52923337
G2.P1,LP3_Capira0317,Adult,N4_Adult,N3_Adult,TBD,Las Pavas,Peridomestic,La Chorrera,Mammal,No,Yes,No,No,One,Mammal,Philander,NA,NA,NA,NA,Positive,Positive,Positive,Negative,May-6-2022,,,Negative,Positive,Yes,Coinfection,8.665930503
G2.P2,CHOR1P1,Adult,N4_Adult,N3_Adult,TBD,La Chorrera,Pasture,La Chorrera,Mix,No,Yes,Yes,No,Four,Mus,Mus,Thraupis,Other,Philander,NA,Positive,Positive,Positive,,,,,Negative,Positive,Yes,Coinfection,6.395897468
G2.P3,SF8,N1,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Mammal,Yes,Yes,No,No,Two,Mammal,Heteromys,Human,NA,NA,NA,Negative,Negative,NA,,,,,NA,NA,NA,Negative,5.46888556
G3.P1,HN1,N1,N1_N3,N1_N2,NA,La Chorrera,Peridomestic,La Chorrera,Mammal,Yes,Yes,No,No,Three,Mammal,Philander,Human,Mus,NA,NA,Negative,Negative,Negative,Negative,May-27-2022,,,Negative,Negative,No,Negative,7.230797396
G3.P2,CHOR1P1,N5,N4_Adult,N3_Adult,NA,La Chorrera,Pasture,La Chorrera,Mammal,No,Yes,No,No,One,Mus,Mus,NA,NA,NA,NA,Positive,Positive,Negative,,,,,Negative,Positive,No,Tcruzi,5.794393904
G3.P3,SF11,Adult,N4_Adult,N3_Adult,TBD,Veraguas,Peridomestic,Veraguas,Mammal,No,Yes,No,No,Two,Mammal,Didelphis,Heteromys,NA,NA,NA,Negative,Negative,NA,,,,,NA,NA,NA,Negative,6.4851634
G4.P2,CHOR1P1,N3,N1_N3,N3_Adult,NA,La Chorrera,Pasture,La Chorrera,Mammal,No,Yes,No,No,One,Mus,Mus,NA,NA,NA,NA,Negative,Negative,Negative,,,,,Negative,Negative,No,Negative,5.665853679
G4.P3,SF11,Adult,N4_Adult,N3_Adult,TBD,Veraguas,Peridomestic,Veraguas,Mammal,No,Yes,No,No,Two,Mammal,Didelphis,Heteromys,NA,NA,NA,Positive,Positive,NA,,,,,NA,NA,NA,Tcruzi,10.03725417
G5.P1,HN7,Adult,N4_Adult,N3_Adult,TBD,La Chorrera,Peridomestic,La Chorrera,Mammal,Yes,Yes,No,No,Three,Mus,Mus,Philander,Human,NA,NA,Positive,Positive,Positive,Positive,May-6-2022,Positive,May-27-2022,Negative,Positive,Yes,Coinfection,12.99066994
G5.P2,CHOR1P1,N3,N1_N3,N3_Adult,NA,La Chorrera,Pasture,La Chorrera,Other,No,No,No,No,One,Other,Other,NA,NA,NA,NA,Negative,Negative,Negative,,,,,Negative,Negative,No,Negative,14.65325606
G5.P3,SF11,Adult,N4_Adult,N3_Adult,TBD,Veraguas,Peridomestic,Veraguas,Mammal,No,Yes,No,No,Two,Mammal,Didelphis,Heteromys,NA,NA,NA,Positive,Positive,Negative,,,,,NA,Positive,No,Tcruzi,8.323807319
G6.P1,HN10,N2,N1_N3,N1_N2,NA,La Chorrera,Peridomestic,La Chorrera,Mammal,No,Yes,No,No,Two,Mus,Mus,Philander,NA,NA,NA,Negative,Negative,Negative,Negative,May-27-2022,,,Negative,Negative,No,Negative,6.864444004
G6.P2,CHOR1P1,N2,N1_N3,N1_N2,NA,La Chorrera,Pasture,La Chorrera,Mammal,Yes,Yes,No,No,Three,Mammal,Human,Mus,Philander,NA,NA,Negative,Negative,Negative,,,,,Negative,Negative,No,Negative,5.774300506
G6.P3,SF11,Adult,N4_Adult,N3_Adult,TBD,Veraguas,Peridomestic,Veraguas,Mammal,No,Yes,No,No,Two,Mammal,Didelphis,Heteromys,NA,NA,NA,Positive,Positive,Negative,,,,,NA,Positive,No,Tcruzi,12.34107841
G7.P1,HN11,Adult,N4_Adult,N3_Adult,Female,La Chorrera,Peridomestic,La Chorrera,Mammal,No,Yes,No,No,One,Mus,Mus,NA,NA,NA,NA,Positive,Positive,Negative,Positive,May-27-2022,,,Negative,Positive,No,Tcruzi,10.44429725
G7.P2,CHOR1P1,N3,N1_N3,N3_Adult,NA,La Chorrera,Pasture,La Chorrera,Mammal,No,Yes,No,No,Two,Other,Other,Mus,NA,NA,NA,Negative,Negative,Negative,,,,,Negative,Negative,No,Negative,5.569471245
G7.P3,SF11,N1,N1_N3,N1_N2,NA,Veraguas,Peridomestic,Veraguas,Mammal,No,Yes,No,No,Three,Mammal,Heteromys,Didelphis,Metachirus,NA,NA,Positive,Positive,Negative,,,,,NA,Negative,No,Tcruzi,5.843866447
G8.P1,HN11,N2,N1_N3,N1_N2,NA,La Chorrera,Peridomestic,La Chorrera,Mix,No,Yes,Yes,No,Four,Bird,Piranga,Other,Mus,Philander,NA,Negative,Negative,Negative,Negative,May-27-2022,,,Negative,Negative,No,Negative,8.214020385
G8.P2,CHOR1P2,N2,N1_N3,N1_N2,NA,La Chorrera,Pasture,La Chorrera,Mix,No,Yes,Yes,No,Three,Other,Other,Mus,Thraupis,NA,NA,Negative,Negative,Negative,,,,,Negative,Negative,No,Negative,5.487810258
G8.P3,SF11,N1,N1_N3,N1_N2,NA,Veraguas,Peridomestic,Veraguas,Mammal,Yes,Yes,No,No,Three,Mammal,Didelphis,Heteromys,Human,NA,NA,Negative,Negative,Negative,,,,,NA,Negative,No,Negative,7.866106947
G9.P1,HN2,N1,N1_N3,N1_N2,NA,La Chorrera,Peridomestic,La Chorrera,Mammal,Yes,Yes,No,No,Two,Human,Human,Mus,NA,NA,NA,Negative,Negative,Negative,Negative,May-27-2022,,,Negative,Negative,No,Negative,7.159282247
G9.P2,CHOR1P2,N1,N1_N3,N1_N2,NA,La Chorrera,Pasture,La Chorrera,Mix,No,Yes,Yes,No,Three,Mus,Mus,Thraupis,Odocoileus,NA,NA,Negative,Negative,Negative,,,,,Negative,Negative,No,Negative,7.47404957
G9.P3,SF11,N1,N1_N3,N1_N2,NA,Veraguas,Peridomestic,Veraguas,Mix,No,Yes,Yes,No,Three,Mammal,Heteromys,Didelphis,Thraupis,NA,NA,Negative,Negative,Negative,,,,,NA,Negative,No,Negative,7.844236374
H1.P1,HN5,N2,N1_N3,N1_N2,NA,La Chorrera,Peridomestic,La Chorrera,Mix,Yes,Yes,Yes,No,Two,Bird,Piranga,Human,NA,NA,NA,Negative,Negative,Negative,Negative,May-27-2022,,,Negative,Negative,No,Negative,9.523222622
H1.P3,SF11,Adult,N4_Adult,N3_Adult,Male,Veraguas,Peridomestic,Veraguas,Mammal,No,Yes,No,No,Two,Mammal,Didelphis,Philander,NA,NA,NA,Positive,Positive,Positive,,,,,NA,Positive,Yes,Tcruzi,13.81574474
H10.P1,HN5,N2,N1_N3,N1_N2,NA,La Chorrera,Peridomestic,La Chorrera,Other,No,No,No,No,One,Other,Other,NA,NA,NA,NA,Negative,Negative,Negative,,,,,Negative,Negative,No,Negative,11.73676388
H10.P2,SF1,Adult,N4_Adult,N3_Adult,TBD,Veraguas,Peridomestic,Veraguas,Mix,Yes,Yes,Yes,No,Two,Bird,Thraupis,Philander,NA,NA,NA,Positive,Positive,Positive,,,,,Single,Negative,Yes,Coinfection,11.91876908
H11.P1,HN5,N2,N1_N3,N1_N2,NA,La Chorrera,Peridomestic,La Chorrera,Mix,Yes,Yes,Yes,No,Three,Bird,Human,Mus,Piranga,NA,NA,Negative,Negative,Negative,,,,,Negative,Negative,No,Negative,5.846659892
H11.P2,SF1,Adult,N4_Adult,N3_Adult,TBD,Veraguas,Peridomestic,Veraguas,Mammal,No,Yes,No,No,Two,Mammal,Philander,Procyon,NA,NA,NA,Positive,Positive,Positive,,,,,Negative,Positive,Yes,Coinfection,9.612551052
H12.P1,HN5,N3,N1_N3,N3_Adult,NA,La Chorrera,Peridomestic,La Chorrera,Bird,No,No,Yes,No,One,Bird,Piranga,NA,NA,NA,NA,Negative,Negative,Negative,,,,,Negative,Negative,No,Negative,5.203419555
H2.P1,HN5,N2,N1_N3,N1_N2,NA,La Chorrera,Peridomestic,La Chorrera,Bird,No,No,Yes,No,One,Bird,Piranga,NA,NA,NA,NA,Negative,Negative,Negative,Negative,May-27-2022,,,Negative,Negative,No,Negative,7.463415605
H2.P2,CAM2P17,Adult,N4_Adult,N3_Adult,TBD,Campana,Peridomestic,Capira,Mammal,No,Yes,No,No,One,Mammal,Philander,NA,NA,NA,NA,Negative,Negative,Negative,,,,,Negative,Negative,No,Negative,6.070470134
H2.P3,SF11,N1,N1_N3,N1_N2,NA,Veraguas,Peridomestic,Veraguas,Mammal,Yes,Yes,No,No,Four,Mammal,Heteromys,Human,Mus,Didelphis,NA,Negative,Negative,Negative,,,,,NA,Negative,No,Negative,10.08544746
H3.P1,HN5,N2,N1_N3,N1_N2,NA,La Chorrera,Peridomestic,La Chorrera,Mix,No,Yes,Yes,No,Two,Mammal,Leopardus,Piranga,NA,NA,NA,Negative,Negative,Negative,Negative,May-27-2022,,,Negative,Negative,No,Negative,5.574223467
H3.P2,CAM2P17,N2,N1_N3,N1_N2,NA,Campana,Peridomestic,Capira,Mammal,No,Yes,No,No,One,Mammal,Philander,NA,NA,NA,NA,Positive,Positive,Negative,,,,,Negative,Negative,No,Tcruzi,7.336466781
H3.P3,SF11,N1,N1_N3,N1_N2,NA,Veraguas,Peridomestic,Veraguas,Mammal,Yes,Yes,No,No,Four,Mammal,Heteromys,Human,Didelphis,Bos,NA,Negative,Negative,Negative,,,,,NA,Negative,No,Negative,9.350771576
H4.P1,HN5,N4,N4_Adult,N3_Adult,NA,La Chorrera,Peridomestic,La Chorrera,Bird,No,No,Yes,Yes,One,Bird,Piranga,NA,NA,NA,NA,Negative,Negative,Negative,Negative,May-27-2022,,,Negative,Negative,No,Negative,6.125443718
H4.P2,CAM2P17,N3,N1_N3,N3_Adult,NA,Campana,Peridomestic,Capira,Mammal,Yes,Yes,No,No,Two,Mammal,Human,Philander,NA,NA,NA,Negative,Negative,Negative,,,,,Negative,Negative,No,Negative,5.40022185
H4.P3,SF11,N1,N1_N3,N1_N2,NA,Veraguas,Peridomestic,Veraguas,Mammal,No,Yes,No,No,Three,Mammal,Heteromys,Didelphis,Other,NA,NA,Negative,Negative,Negative,,,,,NA,Negative,No,Negative,18.05863048
H5.P1,HN5,N1,N1_N3,N1_N2,NA,La Chorrera,Peridomestic,La Chorrera,Mix,Yes,Yes,Yes,No,Three,Bird,Human,Mus,Piranga,NA,NA,Negative,Negative,Negative,Negative,May-27-2022,,,Negative,Negative,No,Negative,5.717346527
H5.P2,CAM2P17,Adult,N4_Adult,N3_Adult,Female,Campana,Peridomestic,Capira,Mammal,No,Yes,No,No,One,Mammal,Philander,NA,NA,NA,NA,Negative,Negative,Positive,,,,,Single,Negative,No,Trangeli,7.16880361
H5.P3,SF11,N1,N1_N3,N1_N2,NA,Veraguas,Peridomestic,Veraguas,Mammal,Yes,Yes,No,No,Three,Mammal,Human,Heteromys,Didelphis,NA,NA,Negative,Negative,Negative,,,,,NA,Negative,No,Negative,9.280269094
H6.P1,HN5,N1,N1_N3,N1_N2,NA,La Chorrera,Peridomestic,La Chorrera,Mammal,Yes,Yes,No,No,One,Human,Human,NA,NA,NA,NA,Negative,Negative,Negative,Negative,May-27-2022,,,Negative,Negative,No,Negative,5.733231783
H6.P3,SF11,N1,N1_N3,N1_N2,NA,Veraguas,Peridomestic,Veraguas,Mammal,Yes,Yes,No,No,Four,Mammal,Heteromys,Other,Human,Didelphis,NA,Negative,Negative,Negative,,,,,NA,Negative,No,Negative,12.52763888
H7.P1,HN5,N1,N1_N3,N1_N2,NA,La Chorrera,Peridomestic,La Chorrera,Mix,Yes,Yes,Yes,No,Three,Mus,Mus,Human,Piranga,NA,NA,Negative,Negative,Negative,Negative,May-27-2022,,,Negative,Negative,No,Negative,6.506518811
H7.P3,SF11,N1,N1_N3,N1_N2,NA,Veraguas,Peridomestic,Veraguas,Mammal,No,Yes,No,No,Three,Mammal,Heteromys,Mus,Didelphis,NA,NA,Negative,Negative,Negative,,,,,NA,Negative,No,Negative,7.183699957
H8.P1,HN5,N2,N1_N3,N1_N2,NA,La Chorrera,Peridomestic,La Chorrera,Bird,No,No,Yes,No,Two,Bird,Piranga,Other,NA,NA,NA,Negative,Negative,Negative,Negative,May-27-2022,,,Negative,Negative,No,Negative,6.496309168
H8.P3,SF11,N1,N1_N3,N1_N2,NA,Veraguas,Peridomestic,Veraguas,Mammal,No,Yes,No,No,Three,Mammal,Heteromys,Bos,Didelphis,NA,NA,Negative,Negative,Negative,,,,,NA,Negative,No,Negative,10.67809713
H9.P1,HN5,N2,N1_N3,N1_N2,NA,La Chorrera,Peridomestic,La Chorrera,Other,No,No,No,No,One,Other,Other,NA,NA,NA,NA,Negative,Negative,Negative,,,,,Negative,Negative,No,Negative,11.61447261
H9.P3,SF14,Adult,N4_Adult,N3_Adult,TBD,Veraguas,Forest,Veraguas,Mammal,No,Yes,No,No,Two,Mammal,Didelphis,Heteromys,NA,NA,NA,Negative,Negative,Negative,,,,,NA,Negative,No,Negative,9.720752806
