Observed,Chao1,se.chao1,Shannon,Simpson,InvSimpson,Sample,Region,Age_Group,PalmID,ESPECIE,PROCEDENCIA,HABITAT,TypeBM,HumanBM,MammalBM,BirdBM,ReptileBM,NumberBM,FirstBM,SecondBM,ThirdBM,FourthBM,FifthBM,SingleInf_Tcruzi
36,36,-0,1.9038832850273864,0.6791289746222732,3.116516983179793,298,Veraguas,N4_Adult,SF12,R. pallescens,Veraguas,Peridomestic,Mammal,No,Yes,No,No,Two,Didelphis,Heteromys,NA,NA,NA,Positive
36,36,-0,1.3034246101203533,0.4253859653938118,1.7402986000600387,47,Capira,N1_N3,CA7P17,R. pallescens,Capira,Pasture,Mammal,No,Yes,No,No,Two,Mus,Philander,NA,NA,NA,Negative
42,42,-0,1.4166031483983292,0.4505777321278921,1.8200936847226141,143,Capira,N4_Adult,CAM2P17,R. pallescens,Campana,Peridomestic,Mammal,No,Yes,No,No,Two,Philander,Tamandua,NA,NA,NA,Positive
39,39,-0,2.1681206919554104,0.790423478399608,4.771526850258257,299,Veraguas,N4_Adult,SF12,R. pallescens,Veraguas,Peridomestic,Mammal,No,Yes,No,No,One,Didelphis,NA,NA,NA,NA,Positive
44,44,-0,1.6412563088817276,0.5451766792024769,2.19865594896612,48,Capira,N1_N3,CA7P17,R. pallescens,Capira,Pasture,Other,No,No,No,No,Two,Other,Philander,NA,NA,NA,Negative
47,47,-0,1.5840776801008865,0.4899154289651758,1.960459219480545,144,La Chorrera,N1_N3,CHOR1P3,R. pallescens,La Chorrera,Pasture,Mammal,No,Yes,No,No,Two,Philander,Other,NA,NA,NA,Negative
40,40,-0,1.5603115870440614,0.5202170588402806,2.0842758552082428,300,Veraguas,N1_N3,SF12,R. pallescens,Veraguas,Peridomestic,Mammal,No,Yes,No,No,Two,Didelphis,Heteromys,NA,NA,NA,Positive
38,38,-0,1.5038785397737569,0.5075412353386464,2.030626870226717,49,Capira,N1_N3,CA7P17,R. pallescens,Capira,Pasture,Mix,Yes,Yes,Yes,No,Four,Philander,Other,Thraupis,Human,NA,Negative
42,42,-0,1.6213280732475568,0.503456904253748,2.013923884083224,145,La Chorrera,N4_Adult,CHOR1P3,R. pallescens,La Chorrera,Pasture,Mammal,No,Yes,No,No,One,Philander,NA,NA,NA,NA,Positive
35,35,-0,1.5540052932043764,0.5242758224303783,2.102058392551745,301,Veraguas,N1_N3,SF12,R. pallescens,Veraguas,Peridomestic,Mammal,Yes,Yes,No,No,Three,Didelphis,Heteromys,Human,NA,NA,Positive
119,119,-0,3.615174713690954,0.932594736415876,14.835636667334837,53,Capira,N1_N3,CA7P17,R. pallescens,Capira,Pasture,Other,Yes,No,No,No,Three,Other,Human,Mus,NA,NA,Negative
32,32,-0,1.3111640025219096,0.4605483326237948,1.853734190615849,149,La Chorrera,N4_Adult,CHOR1P3,R. pallescens,La Chorrera,Pasture,Mammal,No,Yes,No,No,One,Philander,NA,NA,NA,NA,Positive
71,71,-0,2.534166676309547,0.7190551610384269,3.559417584235379,341,Veraguas,N1_N3,SF6,R. pallescens,Veraguas,Pasture,Mammal,Yes,Yes,No,No,Three,Heteromys,Human,Didelphis,NA,NA,Negative
117,117,-0,3.2661208711352545,0.894798230027583,9.50554349287271,62,Capira,N1_N3,CA8P17,R. pallescens,Capira,Pasture,Other,No,No,No,No,One,Other,NA,NA,NA,NA,Negative
65,65,-0,2.1278791693067713,0.6193532867803166,2.6271079330793223,159,La Chorrera,N4_Adult,CHOR1P3,R. pallescens,La Chorrera,Pasture,Mammal,No,Yes,No,No,One,Philander,NA,NA,NA,NA,Positive
33,33,-0,1.3416573031779875,0.43908900451645805,1.7828140436753868,356,Veraguas,N1_N3,SF7,R. pallescens,Veraguas,Pasture,Mix,Yes,Yes,Yes,No,Four,Heteromys,Piranga,Human,Thraupis,NA,Negative
47,47,-0,1.81203540145164,0.6170924145355273,2.61159621266574,63,Capira,N1_N3,CA9P17,R. pallescens,Capira,Pasture,Mammal,No,Yes,No,No,One,Mus,NA,NA,NA,NA,Negative
44,44,-0,1.4775387376390752,0.470425682444121,1.888309094397281,160,La Chorrera,N4_Adult,CHOR1P3,R. pallescens,La Chorrera,Pasture,Mammal,No,Yes,No,No,One,Philander,NA,NA,NA,NA,Positive
47,47,-0,1.674114122272566,0.5130176626053076,2.0534625657059795,359,Veraguas,N4_Adult,SF8,R. pallescens,Veraguas,Pasture,Mix,Yes,Yes,Yes,No,Four,Heteromys,Thraupis,Human,Bos,NA,Positive
51,51,-0,1.9551143255210799,0.6287177655573126,2.6933688370547775,64,Capira,N1_N3,CA9P17,R. pallescens,Capira,Pasture,Mix,No,Yes,Yes,No,Three,Other,Mus,Piranga,NA,NA,Negative
33,33,-0,1.316980203971144,0.4281333718075785,1.7486594788033694,161,La Chorrera,N4_Adult,CHOR1P3,R. pallescens,La Chorrera,Pasture,Mammal,Yes,Yes,No,No,Three,Philander,Mus,Human,NA,NA,Negative
44,44,-0,1.7879442537535664,0.5770364756114981,2.364270066658222,360,Veraguas,N4_Adult,SF8,R. pallescens,Veraguas,Pasture,Mammal,Yes,Yes,No,No,Two,Heteromys,Human,NA,NA,NA,Positive
51,51,0.24753688574416857,1.9179799296412057,0.6147840785329426,2.595946699688832,54,Capira,N1_N3,CA7P17,R. pallescens,Capira,Pasture,Mammal,Yes,Yes,No,No,Three,Mus,Human,Other,NA,NA,Positive
53,53,-0,2.014595612476977,0.658811192093026,2.9309284971406573,150,La Chorrera,N1_N3,CHOR1P3,R. pallescens,La Chorrera,Pasture,Mammal,No,Yes,No,No,Two,Philander,Other,NA,NA,NA,Negative
47,47,-0,1.496926147207906,0.4874429960240123,1.9510025075120192,342,Veraguas,N1_N3,SF6,R. pallescens,Veraguas,Pasture,Mix,No,Yes,No,Yes,Two,Heteromys,Other,Lepidodactylus,NA,NA,Negative
51,51,-0,1.9306311359750383,0.6045158611367569,2.528546411176799,55,Capira,N1_N3,CA7P17,R. pallescens,Capira,Pasture,Other,No,No,No,No,One,Other,NA,NA,NA,NA,Negative
60,60,-0,2.4125161190709417,0.7526296279524485,4.042521308120811,151,La Chorrera,N1_N3,CHOR1P3,R. pallescens,La Chorrera,Pasture,Mammal,Yes,Yes,No,No,Three,Philander,Human,Mus,NA,NA,Positive
44,44,-0,1.9288493315576525,0.6091358672547561,2.5584337784500084,343,Veraguas,N1_N3,SF6,R. pallescens,Veraguas,Pasture,Mammal,Yes,Yes,No,No,Two,Heteromys,Human,NA,NA,NA,Negative
54,54,-0,1.7013728625600117,0.5465012271327503,2.205077631583194,56,Capira,N1_N3,CA7P17,R. pallescens,Capira,Pasture,Mammal,Yes,Yes,No,No,Three,Human,Other,Mus,NA,NA,Negative
47,47,-0,1.4366496118576324,0.4670769267520678,1.8764434309541882,152,La Chorrera,N1_N3,CHOR1P3,R. pallescens,La Chorrera,Pasture,Mammal,No,Yes,No,No,Two,Philander,Mus,NA,NA,NA,Positive
49,49,-0,1.8453674458885878,0.583766267662631,2.402496295493591,344,Veraguas,N1_N3,SF6,R. pallescens,Veraguas,Pasture,Mammal,Yes,Yes,No,No,Three,Heteromys,Human,Didelphis,NA,NA,Negative
56,56,-0,1.7755896111627771,0.5486855952995868,2.2157502388247714,57,Capira,N4_Adult,CA7P17,R. pallescens,Capira,Pasture,Mammal,Yes,Yes,No,No,Three,Bos,Mus,Human,NA,NA,Positive
57,57,-0,1.6583163256890818,0.530668674908964,2.1306909352492727,153,La Chorrera,N1_N3,CHOR1P3,R. pallescens,La Chorrera,Pasture,Mammal,No,Yes,No,No,Two,Philander,Other,NA,NA,NA,Positive
49,49,-0,1.5855624479140653,0.49626530868880214,1.9851719908292333,345,Veraguas,N1_N3,SF6,R. pallescens,Veraguas,Pasture,Mix,Yes,Yes,Yes,No,Three,Heteromys,Piranga,Human,NA,NA,Negative
52,52,-0,1.8846345975332004,0.5798112221344648,2.379882692440707,58,Capira,N4_Adult,CA7P17,R. pallescens,Capira,Pasture,Mammal,Yes,Yes,No,No,Two,Human,Other,NA,NA,NA,Positive
38,38,-0,1.2419804847411595,0.41880787368096906,1.720601423721069,154,La Chorrera,N1_N3,CHOR1P3,R. pallescens,La Chorrera,Pasture,Mammal,Yes,Yes,No,No,Two,Philander,Human,NA,NA,NA,Negative
40,40,-0,1.6132319385474179,0.5440340115026225,2.1931460355090757,346,Veraguas,N1_N3,SF6,R. pallescens,Veraguas,Pasture,Mix,No,Yes,Yes,No,Two,Heteromys,Piranga,NA,NA,NA,Negative
49,49,-0,1.6088672402248918,0.5048334423486511,2.0195224910647314,59,Capira,N4_Adult,CA7P17,R. pallescens,Capira,Pasture,Mammal,No,Yes,No,No,One,Mus,NA,NA,NA,NA,Positive
41,41,-0,1.190146811679981,0.39572234800480366,1.6548684147067372,155,La Chorrera,N1_N3,CHOR1P3,R. pallescens,La Chorrera,Pasture,Mammal,No,Yes,No,No,Two,Philander,Procyon,NA,NA,NA,Negative
58,58,-0,2.0693320827734127,0.6612608295055791,2.9521238968035735,347,Veraguas,N4_Adult,SF7,R. pallescens,Veraguas,Pasture,Mix,No,Yes,Yes,No,Three,Heteromys,Piranga,Other,NA,NA,Positive
61,61,-0,1.9556603909457677,0.5884343926682831,2.4297462717627227,60,Capira,N4_Adult,CA8P17,R. pallescens,Capira,Pasture,Other,No,No,No,No,One,Other,NA,NA,NA,NA,Negative
47,47,-0,1.4824678884098816,0.4783519367041399,1.9170012703235817,157,La Chorrera,N1_N3,CHOR1P3,R. pallescens,La Chorrera,Pasture,Mammal,Yes,Yes,No,No,Two,Philander,Human,NA,NA,NA,Negative
